device_id,study_id,technology_family,device_on_off_ratio,device_log10_on_off_ratio,state_count_available,physical_state_count,device_conductance_mode,device_state_count_status,parameter_source,mapping_strategy,precision_basis,crossbar_size,requested_weight_bits,effective_weight_levels,slices_per_branch,physical_cells_per_weight,adc_bits,estimated_memristor_cells,estimated_physical_crossbar_tiles,adc_levels,relative_hardware_cost_proxy,accuracy,accuracy_loss
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,8,255,0,2,9,203264,10,512,5120,96.22,0.0100000000000051
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,7,127,0,2,10,203264,10,1024,10240,96.22,0.0100000000000051
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,8,255,0,2,10,203264,16,1024,16384,96.22,0.0100000000000051
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,8,255,0,2,8,203264,800,256,204800,96.22,0.0100000000000051
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,8,255,0,2,9,203264,208,512,106496,96.22,0.0100000000000051
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,7,127,0,2,7,203264,208,128,26624,96.21,0.0200000000000102
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,8,255,0,2,10,203264,10,1024,10240,96.21,0.0200000000000102
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,8,255,0,2,9,203264,56,512,28672,96.21,0.0200000000000102
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,7,127,0,2,10,203264,208,1024,212992,96.21,0.0200000000000102
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,8,255,0,2,6,203264,208,64,13312,96.21,0.0200000000000102
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,6,63,0,2,8,203264,208,256,53248,96.21,0.0200000000000102
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,7,127,0,2,9,203264,16,512,8192,96.2,0.0300000000000011
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,7,127,0,2,10,203264,16,1024,16384,96.2,0.0300000000000011
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.2,0.0300000000000011
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,6,63,0,2,6,203264,800,64,51200,96.2,0.0300000000000011
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,5,31,0,2,8,203264,56,256,14336,96.2,0.0300000000000011
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,5,31,0,2,9,203264,16,512,8192,96.2,0.0300000000000011
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,6,63,0,2,9,203264,16,512,8192,96.2,0.0300000000000011
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,6,63,0,2,6,203264,208,64,13312,96.19,0.0400000000000062
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,7,203264,10,128,1280,96.19,0.0400000000000062
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,8,255,0,2,7,203264,56,128,7168,96.19,0.0400000000000062
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,5,31,0,2,8,203264,16,256,4096,96.19,0.0400000000000062
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,7,127,0,2,8,203264,16,256,4096,96.18,0.0499999999999971
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,7,127,0,2,7,203264,56,128,7168,96.18,0.0499999999999971
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,8,255,0,2,8,203264,208,256,53248,96.18,0.0499999999999971
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,5,31,0,2,9,203264,208,512,106496,96.17,0.0600000000000022
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,5,31,0,2,7,203264,208,128,26624,96.17,0.0600000000000022
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,7,127,0,2,6,203264,208,64,13312,96.17,0.0600000000000022
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,8,255,0,2,6,203264,800,64,51200,96.17,0.0600000000000022
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,5,31,0,2,9,203264,800,512,409600,96.17,0.0600000000000022
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,5,31,0,2,7,203264,56,128,7168,96.17,0.0600000000000022
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,5,31,0,2,9,203264,10,512,5120,96.17,0.0600000000000022
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,5,31,0,2,10,203264,10,1024,10240,96.16,0.0700000000000073
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,5,31,0,2,10,203264,56,1024,57344,96.16,0.0700000000000073
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,5,31,0,2,7,203264,800,128,102400,96.16,0.0700000000000073
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,4,15,0,2,8,203264,10,256,2560,96.16,0.0700000000000073
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,5,31,0,2,8,203264,800,256,204800,96.15,0.0799999999999983
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,6,63,0,2,7,203264,56,128,7168,96.15,0.0799999999999983
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,5,31,0,2,10,203264,16,1024,16384,96.15,0.0799999999999983
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,8,255,0,2,7,203264,208,128,26624,96.15,0.0799999999999983
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,5,31,0,2,9,203264,56,512,28672,96.14,0.0900000000000034
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,5,31,0,2,8,203264,10,256,2560,96.14,0.0900000000000034
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,9,203264,10,512,5120,96.13,0.1000000000000085
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,5,31,0,2,10,203264,800,1024,819200,96.13,0.1000000000000085
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,5,31,0,2,8,203264,208,256,53248,96.13,0.1000000000000085
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,5,31,0,2,10,203264,208,1024,212992,96.13,0.1000000000000085
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,4,15,0,2,7,203264,56,128,7168,96.12,0.1099999999999994
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,6,63,0,2,6,203264,56,64,3584,96.12,0.1099999999999994
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,8,255,0,2,7,203264,10,128,1280,96.11,0.1200000000000045
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,5,31,0,2,6,203264,800,64,51200,96.11,0.1200000000000045
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,4,15,0,2,8,203264,16,256,4096,96.1,0.1300000000000096
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,4,15,0,2,8,203264,208,256,53248,96.1,0.1300000000000096
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,4,15,0,2,10,203264,16,1024,16384,96.08,0.1500000000000056
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,4,15,0,2,9,203264,10,512,5120,96.08,0.1500000000000056
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,7,127,0,2,7,203264,16,128,2048,96.08,0.1500000000000056
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,7,127,0,2,7,203264,10,128,1280,96.07,0.1600000000000108
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,4,15,0,2,10,203264,10,1024,10240,96.07,0.1600000000000108
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,4,15,0,2,9,203264,16,512,8192,96.07,0.1600000000000108
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,4,15,0,2,9,203264,800,512,409600,96.06,0.1700000000000017
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,5,31,0,2,7,203264,10,128,1280,96.06,0.1700000000000017
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,4,15,0,2,10,203264,800,1024,819200,96.06,0.1700000000000017
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,4,15,0,2,8,203264,56,256,14336,96.06,0.1700000000000017
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,8,255,0,2,7,203264,16,128,2048,96.05,0.1800000000000068
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,4,15,0,2,10,203264,56,1024,57344,96.05,0.1800000000000068
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,4,15,0,2,8,203264,800,256,204800,96.05,0.1800000000000068
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,4,15,0,2,6,203264,208,64,13312,96.04,0.1899999999999977
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,4,15,0,2,9,203264,56,512,28672,96.04,0.1899999999999977
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,4,15,0,2,6,203264,800,64,51200,96.04,0.1899999999999977
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,4,15,0,2,10,203264,208,1024,212992,96.04,0.1899999999999977
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,4,15,0,2,9,203264,208,512,106496,96.03,0.2000000000000028
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,5,31,0,2,6,203264,56,64,3584,96.02,0.2100000000000079
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,5,31,0,2,6,203264,208,64,13312,96.02,0.2100000000000079
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,4,15,0,2,7,203264,208,128,26624,96.01,0.2199999999999988
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,4,15,0,2,7,203264,16,128,2048,96.01,0.2199999999999988
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,5,31,0,2,7,203264,16,128,2048,96.01,0.2199999999999988
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,4,15,0,2,7,203264,800,128,102400,96.0,0.2300000000000039
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,6,63,0,2,7,203264,16,128,2048,95.99,0.2400000000000091
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,4,15,0,2,7,203264,10,128,1280,95.99,0.2400000000000091
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,6,63,0,2,5,203264,800,32,25600,95.98,0.25
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,5,31,0,2,5,203264,800,32,25600,95.91,0.3200000000000074
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,7,127,0,2,6,203264,56,64,3584,95.9,0.3299999999999983
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,8,255,0,2,6,203264,56,64,3584,95.89,0.3400000000000034
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,8,255,0,2,5,203264,800,32,25600,95.87,0.3599999999999994
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,4,15,0,2,5,203264,800,32,25600,95.86,0.3700000000000045
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,16,7,127,0,2,5,203264,800,32,25600,95.85,0.3800000000000096
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,64,4,15,0,2,6,203264,56,64,3584,95.79,0.4399999999999977
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,8,255,0,2,6,203264,10,64,640,95.75,0.480000000000004
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,5,31,0,2,5,203264,208,32,6656,95.73,0.5
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,7,127,0,2,6,203264,10,64,640,95.73,0.5
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,6,63,0,2,6,203264,16,64,1024,95.7,0.5300000000000011
HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,0.6989700043360189,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,32,6,63,0,2,5,203264,208,32,6656,95.7,0.5300000000000011
